365,537,994,387,843,183,925,544,736,534;479,387,712,182,678,680,617,147,17,966
791,553,729,458,339,640,218,626,720,328;647,160,273,833,394,513,241,197,24,812
300,27,683,441,936,224,613,529,953,101;76,168,565,685,513,650,560,502,108,594
185,931,12,929,15,947,471,147,977,682;245,792,62,932,53,93,262,749,878,150
38,260,397,226,652,31,871,439,258,267;999,320,481,302,380,364,380,472,265,321
58,141,265,299,42,751,317,783,449,527;530,94,821,207,245,324,55,753,208,286
772,519,51,386,471,581,600,592,274,81;191,148,534,455,238,555,137,718,199,179
834,990,176,562,403,958,782,560,112,241;243,28,979,607,337,374,655,893,782,963
936,255,104,791,164,175,642,706,298,201;710,99,346,529,825,592,230,722,297,185
318,239,553,465,835,186,764,608,209,237;712,443,411,845,289,611,313,46,258,360
810,862,325,859,890,486,213,914,590,961;128,1000,457,314,959,477,104,100,527,780
205,66,597,796,448,67,474,112,506,38;510,588,884,386,42,12,306,90,232,938
891,770,384,120,881,63,1,270,765,295;525,51,112,249,504,971,827,696,102,293
598,89,931,98,941,818,65,216,930,135;802,704,529,975,221,821,345,133,369,886
552,981,787,460,90,717,823,129,49,879;863,269,839,612,450,630,902,771,997,94
990,379,811,632,189,29,147,251,416,356;780,698,41,655,754,311,715,771,814,757
12,811,640,830,721,211,2,438,730,6;256,981,2,981,153,892,209,595,935,895
173,769,648,357,372,93,86,995,988,166;934,578,293,440,296,371,358,783,95,608
248,984,809,977,561,284,161,845,506,278;592,377,416,807,450,742,670,990,225,971
416,230,943,849,93,138,109,511,129,711;107,707,84,362,436,169,936,983,658,348
266,129,372,608,545,110,979,219,197,935;377,704,932,29,815,100,582,924,547,850
756,727,646,354,739,969,118,584,732,394;255,787,52,328,189,771,205,737,996,141
592,402,885,691,581,863,227,565,864,220;923,937,200,81,350,941,297,299,600,853
410,431,518,37,317,126,639,213,270,520;347,259,770,917,44,317,247,414,390,330
680,553,927,292,899,60,424,478,788,836;421,608,425,891,205,174,126,400,531,204
822,315,209,299,617,797,457,850,793,879;559,951,349,421,466,695,468,379,90,923
339,984,109,631,684,168,456,552,714,671;412,944,300,440,296,689,852,1000,341,811
997,58,159,119,733,361,609,25,740,569;45,44,952,191,156,412,871,609,34,749
428,262,165,218,841,66,225,423,684,704;188,279,743,895,987,854,954,921,700,350
171,568,707,935,786,297,193,398,773,570;843,260,258,281,403,488,920,80,117,6
104,67,783,59,771,775,898,918,449,90;776,614,224,890,509,350,536,575,654,838
397,900,221,665,42,140,960,697,654,587;223,648,29,738,663,461,856,518,458,856
110,331,252,122,153,621,964,743,552,763;703,943,213,855,965,942,335,201,828,908
216,630,566,791,9,255,458,614,908,747;317,323,31,750,768,697,763,729,109,456
996,347,51,565,665,262,498,149,558,777;712,824,238,296,898,828,635,904,593,19
597,659,568,142,452,946,961,381,416,127;527,979,615,631,993,355,947,818,92,891
213,217,46,79,244,951,678,661,290,875;989,876,439,517,396,205,108,667,499,133
399,670,391,695,989,853,625,405,653,539;173,437,214,333,885,335,997,888,240,627
931,775,991,168,784,757,562,48,434,637;158,419,232,910,985,996,593,469,239,861
562,138,178,565,108,360,660,320,924,999;742,986,395,757,625,171,741,261,678,114
544,25,49,700,584,125,220,689,621,798;861,84,888,212,1,749,64,883,994,670
531,169,955,794,487,953,281,824,463,139;773,981,407,589,718,337,971,634,446,423
48,925,841,80,292,223,678,621,80,360;703,751,595,250,663,518,243,577,361,386
829,58,782,892,431,823,528,714,655,755;870,898,997,670,510,798,352,842,255,244
696,435,93,877,12,568,217,360,291,923;1,125,657,151,547,359,212,521,654,801
771,640,822,708,672,957,894,479,664,914;907,408,749,466,462,649,102,197,88,142
245,54,481,923,937,886,891,328,275,379;948,812,1,641,529,757,145,482,918,336
191,455,259,166,156,472,325,351,694,119;333,231,867,876,402,736,720,788,629,162
146,435,468,282,294,617,264,452,888,911;215,174,181,3,730,136,546,470,364,188
645,99,918,689,324,581,647,157,124,108;108,147,364,581,234,830,405,298,614,506
632,444,802,39,662,734,132,201,849,668;627,55,64,488,398,195,803,251,939,968
438,525,175,567,162,291,544,135,253,794;656,383,198,560,839,564,31,740,370,827
718,338,167,853,182,818,566,624,278,375;721,99,706,327,708,232,869,690,876,605
267,29,721,359,429,184,834,739,640,793;88,390,181,647,534,783,337,995,121,601
755,196,148,276,465,936,118,717,896,184;12,782,215,270,469,739,138,991,414,159
996,638,638,555,562,224,907,857,18,934;311,619,710,467,325,285,195,846,97,311
590,697,333,876,414,113,458,317,286,744;464,25,938,100,810,332,982,823,276,100
843,616,620,609,811,981,272,373,529,226;460,354,497,506,887,871,65,328,628,545
8,691,853,827,342,621,402,484,54,145;565,477,32,375,444,931,687,224,908,566
188,913,978,603,495,279,837,899,852,54;747,269,710,319,940,473,914,904,620,300
824,857,996,630,630,618,939,318,287,147;103,379,744,934,116,11,103,837,211,522
661,67,370,780,478,497,885,931,227,673;769,387,969,198,598,120,763,923,493,539
534,636,883,953,231,834,305,967,965,93;263,940,709,180,42,896,752,763,929,32
178,509,803,595,1000,878,675,644,871,304;334,569,140,616,597,361,380,187,558,503
42,851,634,181,885,750,748,632,406,517;740,56,705,267,32,27,648,499,106,539
765,480,271,145,178,263,728,959,112,82;109,750,94,293,631,115,824,505,672,177
644,848,64,717,312,336,136,740,885,357;930,144,852,58,786,22,931,631,157,706
404,669,353,673,227,989,860,703,840,898;606,159,258,779,451,255,977,416,887,592
745,120,907,764,526,885,604,758,815,935;998,717,318,997,763,738,487,449,881,265
502,308,448,46,378,170,515,984,817,840;472,239,500,159,534,790,28,406,522,698
613,338,609,532,67,57,363,798,162,624;216,802,33,701,668,388,451,842,518,768
410,514,818,166,965,10,968,88,927,315;593,63,929,53,314,621,404,71,697,491
514,217,465,412,659,833,651,88,881,228;75,974,421,367,18,561,694,607,567,171
683,393,67,390,410,341,734,958,334,193;757,233,942,916,651,537,184,686,34,16
886,561,532,420,255,831,462,850,969,220;101,779,468,703,462,285,549,550,730,517
749,946,318,836,501,581,548,545,682,715;903,654,118,884,337,711,356,261,96,682
594,445,82,771,230,387,642,647,3,230;747,909,687,703,940,254,238,100,76,847
32,729,115,305,55,898,772,123,994,799;941,758,218,531,630,847,130,940,701,328
363,477,601,760,103,36,535,37,959,129;883,48,106,535,40,617,116,709,851,676
396,708,968,692,169,708,741,247,223,270;714,143,62,290,983,926,950,642,844,122
218,402,147,987,645,140,184,905,435,656;984,47,946,474,732,869,14,248,154,984
329,852,743,114,743,802,530,611,699,548;176,351,55,703,902,918,584,823,8,665
941,840,241,209,222,380,862,54,749,71;212,881,551,967,486,435,868,134,773,449
340,792,975,964,116,930,951,175,168,771;882,50,745,500,213,447,217,5,873,107
636,228,863,884,986,688,238,185,917,943;753,98,457,329,308,154,167,728,684,707
161,391,702,622,484,22,818,200,285,871;629,829,878,746,892,630,394,470,12,805
95,905,455,622,350,469,889,207,548,304;53,496,323,10,314,955,838,840,960,52
457,452,259,614,752,533,503,698,588,809;568,554,298,303,794,154,898,371,598,268
266,526,118,843,169,842,418,563,699,610;257,437,669,484,814,923,947,760,729,626
744,360,463,512,326,21,570,131,61,969;806,925,225,464,182,661,749,317,837,966
569,411,703,390,295,579,616,345,380,593;603,67,772,372,928,717,645,191,907,962
553,399,446,150,865,337,25,151,606,364;452,99,544,304,960,217,763,377,112,98
315,214,768,590,594,87,705,705,926,436;598,23,724,810,691,776,829,856,967,68
516,931,660,272,764,571,495,53,743,599;536,474,894,600,410,688,887,393,863,227
636,207,448,90,886,354,254,313,556,359;815,996,736,553,47,837,991,258,889,103
633,488,764,162,107,974,611,680,854,866;915,350,850,905,707,719,991,730,596,610
65,908,906,830,172,650,653,545,151,82;590,876,146,581,252,272,88,618,969,598
919,813,99,371,505,943,229,824,882,865;264,807,182,663,823,671,873,297,220,5
437,466,506,402,974,477,131,805,390,629;478,911,777,47,52,716,582,602,797,796
947,342,678,580,486,257,145,685,855,971;355,266,275,378,283,335,410,712,679,216
393,808,170,999,958,652,680,175,898,843;811,490,322,245,442,33,458,605,960,581
795,519,472,369,182,257,229,944,418,937;527,808,419,958,292,511,503,40,226,704
35,667,798,882,32,752,693,179,918,534;52,682,204,601,399,41,726,388,932,235
403,864,49,750,597,336,413,75,102,246;905,408,272,884,193,133,279,460,673,191
302,821,679,866,652,61,388,531,902,373;428,525,189,474,662,948,823,39,829,51
100,621,81,691,531,241,487,460,724,977;490,671,203,638,521,425,556,923,335,612
127,66,435,398,519,497,536,877,528,387;293,805,491,995,435,751,106,984,972,10
628,592,234,461,470,566,471,8,285,801;704,305,557,885,144,32,417,949,979,90
66,137,767,946,271,642,42,467,367,845;378,268,286,400,397,238,979,510,738,944
217,143,960,572,116,533,861,942,919,96;555,732,358,632,750,276,351,894,577,343
442,222,662,54,639,814,491,221,969,289;99,181,439,898,858,555,22,181,434,879
381,9,31,131,968,301,651,261,736,964;119,755,715,431,159,806,319,981,840,10
383,333,903,98,398,430,536,426,153,807;434,601,16,824,913,989,862,113,999,266
5,791,988,891,385,995,430,267,333,668;736,40,150,521,55,376,424,442,207,322
354,559,23,474,499,722,801,120,399,324;767,120,154,170,878,760,469,197,790,442
687,709,217,221,247,155,828,506,351,696;592,724,522,518,443,651,552,397,48,158
630,860,429,862,184,808,127,996,741,596;969,944,983,670,449,520,182,90,126,102
199,108,914,404,991,484,841,466,342,913;599,220,930,859,780,695,708,385,759,403
657,329,603,140,705,662,799,448,485,486;229,283,692,175,358,131,770,131,6,195
157,271,157,273,227,316,319,94,506,700;559,807,482,884,774,520,428,440,639,218
662,341,886,454,961,333,139,163,178,328;751,833,428,406,158,417,942,818,564,821
517,181,375,121,786,38,869,851,733,506;633,671,649,660,53,98,895,732,784,19
770,495,212,636,980,386,222,378,767,265;305,32,379,712,450,496,656,597,718,106
347,882,848,950,841,665,883,747,874,175;121,895,409,364,146,345,817,883,99,9
911,381,691,998,281,720,253,146,383,534;402,834,692,870,776,842,168,484,924,88
322,780,263,239,390,635,924,64,508,723;14,549,739,38,717,612,683,794,449,71
119,951,449,537,736,742,28,113,739,374;318,278,51,120,412,968,400,420,62,285
180,547,161,347,262,512,983,11,982,178;608,377,193,933,848,14,470,226,230,857
63,465,784,519,815,61,199,754,966,882;819,747,311,802,152,873,943,19,338,596
535,249,874,363,795,752,741,303,463,303;937,657,413,509,509,190,250,825,153,170
633,727,212,657,15,780,236,633,396,942;414,292,653,177,451,61,148,717,506,747
609,942,642,677,392,712,838,295,673,500;31,211,652,426,74,500,562,262,10,155
222,424,442,675,56,140,16,758,736,26;269,602,55,986,420,474,42,342,271,217
236,903,929,589,852,76,746,918,789,494;289,152,704,283,919,31,629,261,100,267
409,109,222,192,214,270,952,807,509,402;109,867,230,483,525,331,845,15,245,167
798,200,845,45,514,382,684,34,787,70;73,339,341,865,76,87,265,86,615,266
220,338,922,242,765,139,134,998,512,339;341,359,477,132,922,878,449,925,66,453
291,96,611,764,822,761,803,49,314,591;370,88,9,158,986,569,443,185,554,112
597,521,361,756,413,668,512,929,679,101;925,319,352,906,15,593,295,481,730,938
937,815,229,212,874,270,388,218,974,614;432,467,832,692,976,704,786,487,921,457
791,658,595,977,935,9,55,7,375,707;729,131,127,572,679,115,628,933,25,82
521,897,222,898,727,982,126,605,233,243;256,995,527,785,722,711,720,600,117,962
111,548,352,850,235,624,365,556,239,206;366,334,376,343,213,689,293,563,397,796
794,476,639,877,581,173,294,540,543,271;342,79,571,980,183,286,22,849,270,427
365,280,567,14,768,675,727,44,656,222;460,183,624,491,725,760,221,630,114,912
93,703,467,993,537,228,120,849,660,133;890,255,299,278,833,230,994,491,48,342
165,941,452,62,288,520,458,96,327,486;213,94,283,200,751,661,244,3,409,400
762,549,562,344,940,782,342,260,101,48;375,980,132,723,653,578,597,96,610,189
978,789,669,102,350,276,916,146,419,123;115,597,589,885,598,777,927,362,786,602
20,53,360,84,986,285,6,408,233,197;964,192,122,607,500,38,734,335,805,857
452,757,343,17,515,794,355,323,747,357;573,341,723,12,836,89,798,468,949,498
556,985,439,988,915,682,117,434,264,246;509,885,455,202,984,407,652,797,304,602
481,455,39,567,792,141,327,716,588,814;211,347,400,274,524,26,705,430,222,79
103,476,317,142,980,991,88,984,822,918;465,714,621,242,660,475,983,411,60,488
15,588,440,522,458,559,612,150,623,875;97,784,452,100,229,137,746,861,695,240
84,406,242,261,995,191,691,315,741,334;531,169,443,371,92,105,162,558,576,993
310,402,951,887,410,34,988,821,960,359;82,111,965,967,840,123,961,775,240,893
569,303,435,347,304,355,127,532,325,130;725,276,530,763,456,886,476,335,665,353
778,983,818,600,289,903,454,612,961,969;866,419,226,378,217,561,980,743,690,271
994,217,987,274,443,838,869,305,288,728;145,118,563,936,103,942,128,455,506,737
861,434,762,490,285,357,31,107,731,555;195,287,529,728,699,129,557,250,107,359
462,94,685,328,167,613,32,245,712,784;330,167,48,183,24,380,260,517,552,332
977,192,451,123,816,315,371,769,356,61;755,34,607,942,763,273,217,829,829,863
468,495,905,429,196,746,66,207,355,232;759,737,86,965,289,785,441,683,170,201
132,112,165,32,250,575,49,875,985,271;682,513,613,69,88,483,238,263,594,818
510,384,978,258,147,883,210,560,290,439;988,514,631,276,550,703,459,612,745,693
516,697,680,711,171,897,994,275,856,754;257,811,166,649,216,753,709,497,841,352
267,191,483,351,103,454,393,630,843,378;367,491,156,21,261,444,282,51,752,168
685,882,683,208,584,235,891,218,336,60;48,432,614,722,749,496,87,154,647,790
777,947,786,811,532,115,526,327,625,335;317,345,300,13,899,893,790,704,738,146
683,763,880,15,63,424,365,705,278,477;84,580,358,835,608,846,988,3,613,673
884,568,649,629,3,629,666,799,929,782;208,470,789,981,347,97,23,87,5,251
328,602,23,706,30,276,96,645,168,678;26,709,343,539,721,602,397,664,295,595
144,537,254,64,261,452,99,995,631,478;94,571,583,922,620,450,996,382,507,151
192,982,693,333,837,857,55,813,433,345;500,826,730,977,515,806,894,748,383,396
601,518,885,455,95,304,127,664,425,731;808,696,888,950,830,681,325,410,290,662
567,478,911,603,365,732,817,492,877,586;108,915,157,890,723,248,589,473,424,53
909,824,345,343,146,43,635,865,64,463;910,627,76,451,339,37,783,489,353,812
476,964,601,563,295,15,363,201,426,326;36,13,817,650,973,229,4,129,597,72
484,542,734,510,388,106,141,554,492,3;976,63,411,451,989,936,961,291,141,87
79,52,712,315,638,265,541,611,923,258;301,335,254,121,394,716,238,23,152,576
921,802,460,556,569,512,573,765,502,38;482,115,210,495,919,195,332,500,537,919
571,420,676,31,896,808,287,911,858,479;289,622,642,146,327,650,870,17,876,843
652,701,758,678,586,537,414,991,469,840;658,291,263,616,457,46,446,699,190,877
521,110,819,481,286,502,554,785,312,823;613,654,515,38,478,299,117,293,624,834
708,456,835,812,780,994,25,636,995,466;660,101,898,173,550,342,694,463,636,814
19,820,110,409,308,803,620,399,737,609;349,786,519,747,571,589,547,392,72,655
758,874,350,687,541,637,949,283,421,286;896,118,558,305,601,800,19,465,408,202
308,471,994,317,158,389,408,912,785,909;750,885,706,380,453,630,182,536,100,128
241,456,48,897,485,36,923,451,722,860;55,425,656,452,166,683,278,610,102,122
25,857,133,726,908,906,856,274,573,951;149,34,731,66,169,198,389,694,380,382
241,583,361,38,522,173,245,104,972,828;414,768,168,850,967,578,30,497,185,327
189,687,555,925,819,632,541,10,211,931;164,803,106,722,464,1,864,140,727,176
156,192,142,428,735,825,562,262,356,302;537,632,41,156,737,462,398,349,980,846
286,401,49,218,699,121,37,871,386,825;389,439,967,683,44,339,766,999,887,340
843,74,53,840,779,45,27,58,78,900;986,454,51,905,272,920,108,256,639,178
647,511,448,42,384,310,670,841,691,399;973,617,117,987,397,738,168,505,6,455
487,919,349,173,535,837,615,481,564,464;515,722,872,699,697,734,191,878,782,154
739,699,277,556,938,740,450,855,252,950;945,333,573,292,981,719,762,115,379,459
528,347,950,844,662,130,507,201,603,137;477,853,461,718,949,588,389,96,630,603
286,486,84,685,913,298,718,860,386,200;414,3,734,282,15,382,919,699,890,442
703,521,479,959,487,220,451,501,722,834;771,379,851,520,914,772,925,783,608,126
500,571,947,804,509,728,170,42,551,41;120,700,512,122,838,760,860,722,948,231
729,433,471,109,649,882,318,946,966,763;135,842,961,141,70,63,139,354,953,305
198,919,235,655,568,449,235,563,90,579;539,980,607,428,19,66,730,356,898,743
519,50,106,757,752,587,239,254,840,586;130,711,611,855,587,651,514,813,933,67
468,472,964,718,639,604,753,149,736,695;986,296,604,336,971,453,413,710,623,490
435,147,585,74,304,591,330,378,732,427;948,861,791,274,443,244,494,356,496,582
745,645,338,590,833,389,831,479,65,974;396,205,730,908,908,168,501,706,707,638
238,673,922,400,88,672,421,176,63,931;991,351,132,372,258,554,893,411,658,79
328,225,511,622,215,737,730,77,237,950;814,288,848,282,306,36,140,720,645,931
397,492,848,239,103,258,277,743,99,16;76,530,295,610,826,132,464,691,225,106
512,811,439,732,721,701,54,668,767,283;284,294,816,368,646,134,298,783,706,132
663,710,290,700,847,961,886,161,65,960;384,846,731,193,658,763,666,667,364,503
100,867,345,736,1000,389,646,172,350,833;845,75,644,845,242,569,434,165,885,479
131,853,114,455,724,969,813,985,307,368;695,93,649,450,306,919,976,182,587,634
261,577,898,954,578,673,647,357,897,685;508,280,969,195,773,233,391,145,947,466
385,452,117,546,506,22,153,868,978,832;21,386,265,523,281,298,438,188,347,712
119,318,280,271,959,529,481,759,907,683;526,646,834,752,385,330,751,702,310,920
588,91,747,499,481,550,916,764,203,664;500,219,216,821,296,569,267,311,651,955
286,181,348,137,25,822,772,929,231,125;677,187,194,208,726,343,817,57,161,665
723,457,963,582,612,553,684,62,793,399;453,104,169,394,204,491,361,921,200,878
78,29,882,525,410,949,984,213,957,355;178,884,176,78,421,476,345,717,210,881
487,434,835,682,85,32,872,731,915,881;595,503,731,368,700,930,517,372,765,661
904,791,487,259,734,11,362,141,373,360;263,634,171,202,673,876,839,697,759,16
188,494,40,195,530,310,673,208,8,284;259,846,994,354,527,683,882,433,536,763
748,960,198,697,473,129,717,646,741,351;972,511,110,387,501,258,89,532,806,725
474,1000,995,787,445,825,121,92,139,363;937,562,468,490,507,854,459,110,459,370
982,23,644,623,138,987,155,931,873,896;546,922,31,121,302,672,607,585,811,336
562,545,14,709,526,939,264,394,284,192;853,201,31,166,976,15,277,807,494,917
579,117,215,924,501,61,44,995,503,913;117,679,69,21,956,277,572,748,154,214
